Name,Studio,Description,Founded,Amount Raised,Crunchbase URL,LinkedIn URL,Website,# Employees,End Customer,Industry,City,State,Country,Status
Decision Mate,Fiera Studio,Video-enabled customer engagement and feedback platform.,2019,,https://www.crunchbase.com/organization/decision-mate,https://www.linkedin.com/company/decisionmate/,https://decisionmate.app/,2,Business,IT Services and IT Consulting,San Francisco,CA,USA,Active
Demand Cloud,Fiera Studio,SaaS solution for cloud cost optimization,2022,,https://www.crunchbase.com/organization/demand-cloud,https://www.linkedin.com/company/get-demand-cloud/,https://demandcloud.app/,9,Business,Advertising Services,Lehi,UT,USA,Active
OctUPus,Fiera Studio,Technology to better use Cloud solutions,2021,,https://www.crunchbase.com/organization/octupus,https://www.linkedin.com/company/octupuscloud/,https://www.octupus.com/,7,Business,IT Services and IT Consulting,Bueons Aires,,Argentina,Active
Clark,Finleap,Insurance platform company,2015,$134,https://www.crunchbase.com/organization/clark-2,https://www.linkedin.com/company/goclark/,https://www.clark.de/,312,Consumer,Insurance,Frankfurt,,Germany,Active
Element,Finleap,White-label product factory for insurance and a leader in insurance digitalisation,2017,$66,https://www.crunchbase.com/organization/element-insurance-/,https://www.linkedin.com/company/element-insurance/,https://www.element.in/,137,Business,Insurance,Berlin,,Germany,Active
Elinvar,Finleap,"Elinvar is a WealthTech Platform as a Service, enabling asset & wealth managers to digitalize their business models.",2016,$30,https://www.crunchbase.com/organization/elinvar,https://www.linkedin.com/company/elinvar.de/,https://elinvar.de/,,Business,Finance,Berlin,,Germany,Active
Finleap Connect,Finleap,Europe's leading independent Open Banking platform provider,2019,$22,https://www.crunchbase.com/organization/finleap-connect,https://www.linkedin.com/company/finleapconnect/,https://connect.finleap.com/,147,Business,Finance,Berlin,,Germany,Active
JourneyApps,FireID,Software platform that makes it simple to build powerful hands-free voice-driven workflow apps for RealWear,2009,,https://www.crunchbase.com/organization/journey-apps,https://www.linkedin.com/company/journeyapps/,https://journeyapps.com/,30,Business,Manufacturing,Cape Town,,South Africa,Acquired
Luno,FireID,Global crypto company,2013,$14,https://www.crunchbase.com/organization/lunomoney,https://www.linkedin.com/company/lunoglobal/,https://www.luno.com/en/za,902,Consumer,Crypto,Cape Town,,South Africa,Acquired
Mindjoy,FireID,"Small group, virtual coding sessions for curious kids ages 8+",2021,,https://www.crunchbase.com/organization/mindjoy,https://www.linkedin.com/company/mindjoy/,https://www.mindjoy.com/,15,Business,Education,Cape Town,,South Africa,Active
OfferZen,FireID,Platform to get competing job offers from top South African tech companies.,2015,$5,https://www.crunchbase.com/organization/offerzen,https://www.linkedin.com/company/offerzen/,https://www.offerzen.com/,173,Business,Software Development,Cape Town,,South Africa,Active
Pondering Panda,FireID,Leading digital research on the African Continent.,2011,,https://www.crunchbase.com/organization/pondering-panda,,,,Business,Market research,Cape Town,,South Africa,Acquired
SnapScan,FireID,SnapScan is a free and fast way to pay using your phone.,2013,,https://www.crunchbase.com/organization/snapscan-2,https://www.linkedin.com/company/snapscan/,https://www.getsnapscan.com/,49,Business,Finance,Cape Town,,South Africa,Acquired
Cashia,First Founders,Peer to peer payment platform,2020,,https://www.crunchbase.com/organization/cashia,https://www.linkedin.com/company/cashia/,https://cashia.com,16,Consumer,Fintech,Nairobi,,Kenya,Active
Syarpa,First Founders,Crypto wallet and payment platform,2020,$1,https://www.crunchbase.com/organization/syarpa,https://www.linkedin.com/company/syarpa/,http://www.syarpa.com/,16,Consumer,Fintech,Lekki,,Nigeria,Active
Alltrna,Flagship Pioneering,Alltrna is the tRNA platform company.,2020,$50,https://www.crunchbase.com/organization/altrna,https://www.linkedin.com/company/alltrna/,https://www.alltrna.com/,42,Business,Biotechnology,Cambridge,MA,USA,Active
Apriori Bio,Flagship Pioneering,Apriori Bio is working to create a humanity that is protected against viral threats.,2020,$50,https://www.crunchbase.com/organization/apriori-bio,https://www.linkedin.com/company/apriori-bio/,https://aprioribio.com/,7,Business,Biotechnology,Cambridge,MA,USA,Active
Axcella Therapeutics,Flagship Pioneering,Axcella is a clinical-stage biotechnology company pioneering a new approach to treat complex diseases using endogenous metabolic modulator (EMM) compositions.,2011,$151,https://www.crunchbase.com/organization/axcella,https://www.linkedin.com/company/axcella-tx/,https://axcellatx.com/,75,Business,Biotechnology,Cambridge,MA,USA,Active
Cellarity,Flagship Pioneering,Cellarity's platform digitizes the molecular information in cells to elucidate how they behave in health and disease.,2017,$173,https://www.crunchbase.com/organization/cellarity,https://www.linkedin.com/company/cellarity/about/,https://cellarity.com/,128,Business,Biotechnology,Cambridge,MA,USA,Active
CIBO Technologies,Flagship Pioneering,"CIBO provides a powerful, science-driven approach for powering carbon markets and evaluating land.",2015,$67,https://www.crunchbase.com/organization/cibo-technologies,https://www.linkedin.com/company/cibo-technologies/,https://www.cibotechnologies.com/,83,Business,Biotechnology,Cambridge,MA,USA,Active
Codiak Biosciences,Flagship Pioneering,Codiak is a clinical-stage biopharmaceutical company focused on pioneering the development of exosome-based therapeutics.,2015,$237,https://www.crunchbase.com/organization/codiak-biosciences,https://www.linkedin.com/company/codiak-biosciences/,https://www.codiakbio.com/,101,Business,Biotechnology,Cambridge,MA,USA,Acquired
Denali Therapeutics,Flagship Pioneering,Denali Therapeutics is dedicated to defeating neurodegenerative diseases to deliver safe and effective medicines to patients and families,2013,$347,https://www.crunchbase.com/organization/denali-therapeutics,https://www.linkedin.com/company/denali-therapeutics/,https://www.denalitherapeutics.com/,414,Business,Biotechnology,South San Francisco,CA,USA,Active
Evelo Biosciences,Flagship Pioneering,Clinical stage biotech company developing a new modality of oral biologics that act on cells in the small intestine.,2015,$282,https://www.crunchbase.com/organization/evelo-therapeutics,https://www.linkedin.com/company/evelo-biosciences/,https://evelobio.com/,140,Business,Biotechnology,Cambridge,MA,USA,Active
Foghorn Therapeutics,Flagship Pioneering,"Foghorn Therapeutics is developing therapies based on a system that directs which genes our cells express,",2016,$111,https://www.crunchbase.com/organization/foghorn-therapeutics,https://www.linkedin.com/company/foghorn-therapeutics/,https://foghorntx.com/,149,Business,Biotechnology,Cambridge,MA,USA,Active
Generate Biomedicines,Flagship Pioneering,Pioneering generative biology to create breakthrough therapeutics,2017,$420,https://www.crunchbase.com/organization/generate-biomedicines,https://www.linkedin.com/company/generate-biomedicines/,https://generatebiomedicines.com/,171,Business,Biotechnology,Cambridge,MA,USA,Active
Harbinger Health,Flagship Pioneering,Harbinger Health is the pioneering the detection of early cancer with a blood test.,2018,,https://www.crunchbase.com/organization/harbinger-health,https://www.linkedin.com/company/harbinger-health/,https://harbinger-health.com/,33,Business,Health Care,Cambridge,MA,USA,Active
Inari Agriculture,Flagship Pioneering,Inari presents high performing plant varieties that improve the economic and environmental realities of production agriculture.,2016,$382,https://www.crunchbase.com/organization/inari-8d6b?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/inariag/,https://inari.com/,304,Consumer,Agriculture,Cambridge,MA,USA,Active
Indigo Agriculture,Flagship Pioneering,"Indigo Ag improves farmer profitability, environmental sustainability, and consumer health through the use of nature-based and digital technologies.",2014,"$1,200",https://www.crunchbase.com/organization/indigoag,https://www.linkedin.com/company/indigoag/,https://www.indigoag.com/,2548,Consumer,Agriculture,Boston,MA,USA,Active
Invaio Sciences,Flagship Pioneering,"Invaio Sciences is a technology company that is dedicated to solving pressing agriculture, nutrition, and environmental challenges.",2017,$139,https://www.crunchbase.com/organization/invaio-sciences,https://www.linkedin.com/company/invaio/,https://www.invaio.com/,128,Business,Biotechnology,Cambridge,MA,USA,Active
Korrus,Flagship Pioneering,We exist to enhance the human experience through the power of light.,2009,,,https://www.linkedin.com/company/korrus/,https://www.korrus.com/,160,Consumer,Lighting,Los Angeles,CA,USA,Active
Moderna,Flagship Pioneering,Deliver on the promise of mRNA science to create a new generation of transformative medicines for patients.,2010,"$2,700",https://www.crunchbase.com/organization/moderna-therapeutics,https://www.linkedin.com/company/modernatx/,https://www.modernatx.com/,3873,Business,Biotechnology,Cambridge,MA,USA,Active
Omega Therapeutics,Flagship Pioneering,Omega Therapeutics offers a proprietary epigenomic programming platform.,2016,$239,https://www.crunchbase.com/organization/omega-20fc?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/omega-therapeutics/,https://omegatherapeutics.com/,113,Business,Biotechnology,Cambridge,MA,USA,Acquired
ProFound Therapeutics,Flagship Pioneering,ProFound Therapeutics is creating profound impacts on the understanding of biology and disease and the ability to create therapeutics.,2019,$75,https://www.crunchbase.com/organization/profound-therapeutics?utm_source=linkedin&utm_medium=referral&utm_campaign=linkedin_companies&utm_content=profile_cta,https://www.linkedin.com/company/profoundtx/,https://www.profoundtx.com/,26,Business,Biotechnology,Cambridge,MA,USA,Active
Repertoire Immune Medicines,Flagship Pioneering,Repertoire Immune Medicines is a clinical stage biotechnology company.,2015,$257,https://www.crunchbase.com/organization/repertoire-immune-medicines,https://www.linkedin.com/company/repertoire-immune-medicines/,https://www.repertoire.com/,173,Business,Biotechnology,Cambridge,MA,USA,Active
Ring Therapeutics,Flagship Pioneering,Ring Therapeutics company focused on discovering and developing Anellovector therapeutics to unlock the full potential of gene therapy.,2017,$167,https://www.crunchbase.com/organization/ring-therapeutics,https://www.linkedin.com/company/ring-therapeutics/,https://www.flagshippioneering.com/companies/ring,122,Business,Biotechnology,Cambridge,MA,USA,Active
Rubius Therapeutics,Flagship Pioneering,"Rubius has developed the technology to grow, genetically engineer and mature long-circulating Red-Cell Therapeutics.",2013,$445,https://www.crunchbase.com/organization/rubius-therapeutics,https://www.linkedin.com/company/rubius-therapeutics/,https://www.rubiustx.com/,235,Business,Biotechnology,Cambridge,MA,USA,Active
Sana Biotechnology,Flagship Pioneering,Sana Biotechnology is a developer of engineered cells intended to be used as medicine for patients.,2018,$700,https://www.crunchbase.com/organization/sana-biotechnology,https://www.linkedin.com/company/sana-biotechnology/,https://sana.com/,437,Business,Biotechnology,Cambridge,MA,USA,Active
Senda Biosciences,Flagship Pioneering,Senda Biosciences is a therapeutics platform company leveraging unprecedented insights into the molecular connections between humans.,2018,$186,https://www.crunchbase.com/organization/senda-biosciences,https://www.linkedin.com/company/senda-biosciences/,https://www.sendabiosciences.com/,88,Business,Biotechnology,Cambridge,MA,USA,Active
Seres Therapeutics,Flagship Pioneering,Seres Therapeutics is a microbiome therapeutics company focused on discovering and developing Ecobiotic therapeutic products.,2010,$403,https://www.crunchbase.com/organization/seres-therapeutics,https://www.linkedin.com/company/seres-tx/,https://www.serestherapeutics.com/,419,Business,Biotechnology,Cambridge,MA,USA,Active
Sigilon Therapeutics,Flagship Pioneering,Sigilon is a biotech company which specializes in creating immune privileged products for unmet clinical needs.,2015,$263,https://www.crunchbase.com/organization/sigilon,https://www.linkedin.com/company/sigilon-inc./,https://sigilon.com/,82,Business,Biotechnology,Cambridge,MA,USA,Active
Sonata Therapeutics,Flagship Pioneering,"Our product-platform creates drugs based on a systematic, comprehensive characterization of the microenvironment in diseases with high unmet medical need.",2022,,,https://www.linkedin.com/company/sonata-therapeutics/,https://sonatatx.com/,30,Business,Biotechnology,Watertown,MA,USA,Active
Syros Pharamaceuticals,Flagship Pioneering,Syros Pharmaceuticals is a life sciences company that focuses on treating diseases by mapping gene regulatory circuits.,2012,$526,https://www.crunchbase.com/organization/syros-pharmaceuticals,https://www.linkedin.com/company/syros-pharmaceuticals/,https://www.syros.com/,154,Business,Biotechnology,Watertown,MA,USA,Active
Tessera Therapeutics,Flagship Pioneering,Tessera Therapeutics is a biotechnology company that focuses on a new category of genetic medicines.,2018,$532,https://www.crunchbase.com/organization/tessera-therapeutics,https://www.linkedin.com/company/tessera-therapeutics/,https://www.tesseratherapeutics.com/,245,Business,Biotechnology,Cambridge,MA,USA,Active
Valo,Flagship Pioneering,Valo Health uses human-centric data and machine learning-anchored computation to transform the drug discovery and development process.,2018,$460,crunchbase.com/organization/valo-health,https://www.linkedin.com/company/valo-health/,https://www.valohealth.com/,204,Business,Biotechnology,Boston,MA,USA,Active
